artist,title,mood,genre,album,tempo,energy,acousticness,danceability
The Family Crest,Battle Cry,fear,indie,Prelude to War,0.6449704142,71,5,48
The Family Crest,It Keeps Us Dancing,joy,indie,The War: Act I,0.5857988166,58,11,30
The Family Crest,The World,sadness,indie,Beneath The Brine,0.3846153846,57,1,28
The Family Crest,She Knows My Name,sadness,indie,Beneath The Brine,0.7159763314,66,14,40
The Family Crest,Sparks,fear,indie,Prelude to War,0.7455621302,84,2,43
The Family Crest,I Am the Winter,joy,indie,Beneath The Brine,0.3136094675,34,42,27
The Family Crest,Waiting Still,sadness,indie,The War: Act I,0.3727810651,77,4,48
The Family Crest,The Mighty Echo,sadness,indie,The War: Act I,0.8461538462,68,60,24
The Family Crest,Can You Stay,sadness,indie,Prelude to War,0.3905325444,77,11,42
The Family Crest,When the Lights Go Out,sadness,indie,Beneath The Brine,0.7159763314,20,53,31
The Family Crest,Dont Wake Me,joy,indie,Prelude to War,0.5917159763,26,56,31
The Fauves,Dogs Are The Best People,joy,rock,Surf City Heart - Brazilian Best Of,0.573964497,97,0,53
The Features,From Now On,joy,indie,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),0.6804733728,90,0,45
The Features,How It Starts,joy,indie,Wilderness,0.4437869822,93,0,52
the feelers,MC Showcase 2011,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Fiona Coyne,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,So Terrified of Your Own Mind,fear,rock,Playground Battle,0.8343195266,91,0,53
the feelers,This Fucking Song,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Borrowed,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Every Country Has a Monster,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Teenage Jealousy 1997 DEMO,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,What We Do for Fun,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Glitter Times 1997 DEMO,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Smaller Than My Mother,fear,rock,Playground Battle,0.8224852071,94,1,56
the feelers,Istillfeelher pt. 111,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Far Too Young To Die Demo,joy,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Noise 1997 DEMO,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Blue Boredom Skys Song,joy,rock,Hope Nature Forgives,0.3846153846,88,20,63
the feelers,Hostels and Brothels,sadness,rock,Playground Battle,0.8224852071,94,1,56
the feelers,Fire of Unknown Origin,anger,hard rock,The Best Of '98 - '08,0.8343195266,91,0,53
the feelers,Manhattan Project,sadness,rock,The Best Of '98 - '08,0.8343195266,91,0,53
the feelers,Lemonade 1998 DEMO,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,The Theatre Goer,joy,rock,Playground Battle,0.8224852071,94,1,56
the feelers,Dangerous Aint Tellin No One,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Shoulda Said It,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,George IV: Couldnt Stand My Wife,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Neveah,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Primitive Painters,fear,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Fck Your Mom,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Dead Are Dumb,sadness,rock,Playground Battle,0.8343195266,91,0,53
the feelers,COCAINE BIMBIE,joy,rock,Playground Battle,0.8224852071,94,1,56
the feelers,The Walrus and the Carpenter,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Wave That Flag,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Egg,joy,rock,The Best Of '98 - '08,0.4674556213,64,5,70
the feelers,Only You Can Be You,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Pretend,sadness,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Heaven And Hell Demo,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Theres No Love,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Napoleon March Into Russia,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Canned Laughter,joy,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Sleep All Summer,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Home/Dirty Paws,love,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,The Suburbs,anger,hard rock,Playground Battle,0.8343195266,91,0,53
the feelers,Wicker Park,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Three Sad Virgins,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Sapnaps Are Ruining My Life,sadness,rock,The Best Of '98 - '08,0.4082840237,90,0,49
the feelers,Used to be,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Happiness Live at The Fillmore,sadness,rock,Playground Battle,0.8224852071,94,1,56
the feelers,The Fire Down Below,anger,hard rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,The Feel Good Drag Original,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Who The Fuck Is Paul McCartney?,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Cripple,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Warpainting,anger,hard rock,Playground Battle,0.8343195266,91,0,53
the feelers,Do You Believe In Life After Thugs?,joy,rock,The Best Of '98 - '08,0.7633136095,90,1,38
the feelers,20 Million Woolongs,sadness,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Hoes I Dont Remember,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Lcd Soundsystem Is Locked Under The Stairs And Forcefed Methadone At My House,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Fragile,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Beautiful Days,anger,hard rock,The Best Of '98 - '08,0.4674556213,64,5,70
the feelers,Bigger Boys and Stolen Sweethearts Demo,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Peaks,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Get A Bar Bandwagon,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Reflektor Tour Dates,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Ruler of Everything Demo,anger,hard rock,Playground Battle,0.8224852071,94,1,56
the feelers,Paper Platoon x The Kollection Feature,joy,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Gawpers,anger,hard rock,Playground Battle,0.8343195266,91,0,53
the feelers,New Kind Of Kick,anger,hard rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,And Then Well Be Alright,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Summer Bummer,love,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Whats Going On,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Come On Death Vendetagianst mislabel,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,If Youre Gonna Be Dumb,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Rain In The Water,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Feel,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,98%,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Hat Store,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Mouth Wide Open,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Power Up,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Carry Me Down The Street,joy,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Great at Cowboy,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Lions and Tigers,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Live From Public Storage,joy,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Season In Hell Fire Suite,anger,hard rock,Playground Battle,0.8343195266,91,0,53
the feelers,Jesus Entering from the Rear,sadness,rock,Communicate,0.6804733728,76,5,48
the feelers,Knife In Your Spine Satanic WordPlay,anger,hard rock,Playground Battle,0.8343195266,91,0,53
the feelers,We Will Defend,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Clueless,surprise,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Brickwall Views,surprise,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Myrtle Beach Days by Fantastic Shakers,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,You Think Youre John Fcking Lennon,anger,hard rock,Communicate,0.6804733728,76,5,48
the feelers,I Froze Up,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Sharpest Lives,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Factory Girls / Come Up to My Office,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,You 2007,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Fear,sadness,rock,Playground Battle,0.8343195266,91,0,53
the feelers,FURRYBALLS,anger,hard rock,Playground Battle,0.8224852071,94,1,56
the feelers,Let The Beat Rock Boys Noize Mega-Mix,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Stand Alone,fear,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Venetian,love,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Sun Hotel Pt 2,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Atrocities,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,The Fixer,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Good Days By The Bootcampers,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Hurry Up Garry The Parsons Farted,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Im Gonna Be A Star,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,11th Street Kids,love,rock,Playground Battle,0.8343195266,91,0,53
the feelers,When Youre Gone,sadness,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Dat Willy Wonka,anger,hard rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,The Fanged Fastener Stapler,joy,rock,The Best Of '98 - '08,0.8343195266,91,0,53
the feelers,4 Tha Fame,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,The Real Deal,fear,rock,Playground Battle,0.8224852071,94,1,56
the feelers,Venus Stop The Train,love,rock,The Best Of '98 - '08,0.4674556213,64,5,70
the feelers,Standing With You,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Rain Of Crystal Spires,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Sunset Girl,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Milk and Money,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Im Fading Away,sadness,rock,The Best Of '98 - '08,0.8343195266,91,0,53
the feelers,Beat City,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Dream Vacation,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Jessica,sadness,rock,The Best Of '98 - '08,0.8343195266,91,0,53
the feelers,Unisex,joy,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,The Laughing Song Die Fledermaus,joy,rock,Playground Battle,0.8224852071,94,1,56
the feelers,Twice Now,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Karma Kill Me Now,joy,rock,Playground Battle,0.8224852071,94,1,56
the feelers,Cosmos 105.7 Skit 4,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,All The Best,fear,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Crackhead Superheroes,anger,hard rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Mean People Suck,anger,hard rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Twilight in Paris,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Fishing For Lisa,sadness,rock,Communicate,0.6804733728,76,5,48
the feelers,Rainy Day ATLiens Remix,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Meathead,sadness,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Come Closer,anger,hard rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,From First to Last The One Arm Boxer Vs. The Flying Guillotine,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,I Run Empty,sadness,rock,Playground Battle,0.8343195266,91,0,53
the feelers,UFO,joy,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Bend Over Stand Up,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Make It,joy,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,My Rainbow Life,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Gender Bombs,love,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Born to Bond,joy,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Sex and Mayhem,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Frail You Might As Well Be Me,sadness,rock,Playground Battle,0.8343195266,91,0,53
the feelers,Hate School,sadness,rock,Playground Battle,0.8224852071,94,1,56
the feelers,Naked,joy,rock,The Best Of '98 - '08,0.8343195266,91,0,53
the feelers,Johnny Hobo Is Dead,sadness,rock,Supersystem (2015 Remastered Version),0.4674556213,65,6,70
the feelers,Power to the Music,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Uncle Jack,sadness,rock,The Best Of '98 - '08,0.2781065089,65,3,64
the feelers,Members Only,anger,hard rock,The Best Of '98 - '08,0.8343195266,91,0,53
the feelers,Leanne from the Broad City Soundtrack,anger,hard rock,Playground Battle,0.8224852071,94,1,56
The Feelies,When Company Comes,love,indie,The Good Earth,0.4911242604,48,24,43
The Feelies,Slipping Into Something,fear,indie,The Good Earth,0.6272189349,70,12,40
The Feelies,The High Road,joy,indie,The Good Earth,0.7218934911,84,4,55
The Feelies,On the Roof,joy,indie,The Good Earth,0.7869822485,80,1,54
The Feeling,Sewn,sadness,rock,Twelve Stops And Home (Deluxe),0.7041420118,61,14,55
The Feeling,Fill My Little World,love,rock,Twelve Stops And Home (Deluxe),0.8579881657,78,3,46
The Feeling,Love It When You Call,joy,rock,Twelve Stops And Home (Deluxe),0.5088757396,76,1,67
The Feeling,Never Be Lonely,sadness,rock,Twelve Stops And Home (Deluxe),0.8224852071,72,4,49
The Feeling,I Want You Now,joy,rock,Twelve Stops And Home (Deluxe),0.6863905325,80,0,52
The Feeling,Blue Piccadilly,sadness,rock,Twelve Stops And Home (Deluxe),0.224852071,32,45,26
The Felice Brothers,Frankies Gun,anger,hard rock,The Felice Brothers,0.2781065089,74,56,38
The Felice Brothers,Bird on a Broken Wing,anger,hard rock,Favorite Waitress,0.449704142,47,7,56
The Felice Brothers,Saturday Night,anger,hard rock,Favorite Waitress,0.5857988166,53,1,38
The Felice Brothers,Greatest Show On Earth,anger,hard rock,The Felice Brothers,0.2840236686,49,54,61
The Felice Brothers,The Mating Of The Doves,anger,hard rock,God Bless You Amigo,0.5088757396,40,78,70
The Field Mice,Emmas House,sadness,indie,Where'd You Learn To Kiss That Way?,0.6923076923,74,0,49
The Firm,Phone Tap,sadness,rock,"Back To The 90's, vol. 2",0.3431952663,65,17,74
The Firm,Desperados,joy,rock,"Hip Hop Jewels, Vol. 2",0.3727810651,71,1,75
The Firm,Executive Decision,anger,hard rock,"Hip Hop Jewels, Vol. 2",0.3609467456,64,8,70
The Firm,Im Leaving,joy,rock,NYC collabs,0.3609467456,65,6,86
The Firm,Throw Your Guns,anger,hard rock,NYC collabs,0.349112426,69,8,78
The Firm,Desperados 2,sadness,rock,"Hip Hop Jewels, Vol. 2",0.3727810651,71,1,75
The Flaming Lips,She Dont Use Jelly,anger,hard rock,Transmissions From the Satellite Heart,0.8461538462,56,21,33
The Flaming Lips,How??,anger,hard rock,Oczy Mlody,0.5207100592,54,22,36
The Flaming Lips,Will You Return / When You Come Down,anger,hard rock,American Head,0.6153846154,67,18,47
The Flaming Lips,We a Famly,anger,hard rock,Oczy Mlody,0.6213017751,72,8,34
The Flaming Lips,You Lust,anger,hard rock,The Terror,0.4792899408,72,46,45
The Flaming Lips,Jesus Shootin Heroin,anger,hard rock,Hear It Is,0.5562130178,22,0,41
The Flat Stanleys,Me vs Your Friends,joy,indie,Dancing to Dad Rock,0.6982248521,66,29,55
The Flat Stanleys,Look I love you but you really fucked me over big time,joy,indie,The Flat Stanleys,0.8816568047,62,52,51
The Flat Stanleys,When you wanna die but you got a 9 a.m.,joy,indie,The Flat Stanleys,0.2426035503,16,50,52
The Flat Stanleys,For When Grandma Meets Grandpa Again,fear,indie,Dancing to Dad Rock,0.5266272189,48,11,66
The Flat Stanleys,Zeppelin V The House That Ewald Built,sadness,indie,Dancing to Dad Rock,0.6213017751,54,16,41
The Flatliners,Mammals,anger,hard rock,Inviting Light,0.3431952663,90,0,31
The Flatliners,Resuscitation of the Year,anger,hard rock,Dead Language,0.8875739645,98,0,20
The Flatliners,Burn Out Again,anger,hard rock,Inviting Light,0.5384615385,75,0,37
The Flatliners,Carry the Banner,anger,hard rock,Cavalcade,0.8165680473,99,0,34
The Flatliners,Filthy Habits,anger,hard rock,Cavalcade,0.9289940828,99,0,34
The Flower Code,Watercolors,anger,hard rock,Watercolour,0.2544378698,9,88,46
The Frames,What Happens When the Heart Just Stops,sadness,indie,For The Birds,0.6035502959,31,23,52
The Frank And Walters,After All,anger,indie,"Trains, Boats and Planes",0.6213017751,73,3,32
The Frank And Walters,This Is Not A Song,fear,indie,"Trains, Boats and Planes",0.4733727811,65,0,49
The Fratellis,Starcrossed Losers,fear,indie,In Your Own Sweet Time,0.7159763314,88,0,45
The Fratellis,Medusa in Chains,sadness,indie,"Eyes Wide, Tongue Tied",0.3017751479,61,37,54
The Fratellis,Baby Dont You Lie To Me,anger,hard rock,"Eyes Wide, Tongue Tied",0.7810650888,96,0,30
The Fratellis,Shes Not Gone Yet but Shes Leaving,anger,hard rock,We Need Medicine,0.5266272189,84,0,65
The Fratellis,Stand Up Tragedy,joy,indie,In Your Own Sweet Time,0.4378698225,90,0,59
The Fratellis,Sugartown,fear,indie,In Your Own Sweet Time,0.4674556213,89,0,75
The Fratellis,The Next Time We Wed,sadness,indie,In Your Own Sweet Time,0.5088757396,90,0,57
The Fratellis,Ive Been Blind,sadness,indie,In Your Own Sweet Time,0.5443786982,83,0,62
The Fratellis,Imposters Little By Little,joy,indie,"Eyes Wide, Tongue Tied",0.3431952663,31,57,48
The Fratellis,Laughing Gas,sadness,indie,In Your Own Sweet Time,0.4615384615,96,0,38
The Fratellis,Getting Surreal,sadness,indie,"Eyes Wide, Tongue Tied",0.3076923077,80,0,47
The Fratellis,Slow,sadness,indie,"Eyes Wide, Tongue Tied",0.4142011834,85,10,48
The Fratellis,I Guess... I Suppose...,sadness,indie,In Your Own Sweet Time,0.550295858,80,0,57
The Fratellis,Rock n Roll Will Break Your Heart,sadness,indie,We Need Medicine,0.5207100592,82,3,60
The Fratellis,Dogtown,joy,indie,"Eyes Wide, Tongue Tied",0.3136094675,83,0,54
The Fratellis,Told You So,joy,indie,In Your Own Sweet Time,0.4082840237,76,0,50
The Fratellis,Desperate Guy,sadness,indie,"Eyes Wide, Tongue Tied",0.449704142,89,0,44
The Fratellis,Indestructible,joy,indie,In Your Own Sweet Time,0.4556213018,91,0,63
The Fratellis,I am That,sadness,indie,In Your Own Sweet Time,0.3964497041,81,2,37
The Fratellis,Me and the Devil,joy,indie,"Eyes Wide, Tongue Tied",0.4201183432,86,1,50
The Fratellis,Boy Scout to the End,fear,indie,"Eyes Wide, Tongue Tied",0.426035503,94,0,51
The Fratellis,Seven Nights Seven Days,fear,indie,We Need Medicine,0.5147928994,93,0,54
The Fratellis,Advaita Shuffle,joy,indie,In Your Own Sweet Time,0.5384615385,94,0,49
The Fratellis,Too Much Wine,sadness,indie,"Eyes Wide, Tongue Tied",0.6035502959,95,0,42
The Fratellis,Jeannie Nitro,sadness,indie,We Need Medicine,0.7218934911,84,1,56
The Fratellis,Im Gonna Be Your Elvis,sadness,indie,"Eyes Wide, Tongue Tied",0.5266272189,97,27,53
The Fratellis,Thief,sadness,indie,"Eyes Wide, Tongue Tied",0.5384615385,83,0,56
The Fratellis,We Need Medicine,sadness,indie,We Need Medicine,0.5266272189,84,0,65
The Fratellis,This Is Not the End of the World,joy,indie,We Need Medicine,0.4615384615,81,1,61
The Fratellis,Halloween Blues,anger,hard rock,We Need Medicine,0.9171597633,92,0,45
The Fratellis,Lets Go,joy,indie,Let's Go!,0.5384615385,87,0,53
The Fratellis,Whiskey Saga,sadness,indie,We Need Medicine,0.5266272189,84,0,65
The Fratellis,This Old Ghost Town,joy,indie,We Need Medicine,0.8047337278,96,0,39
The Fray,Heartless,anger,hard rock,Through the Years: The Best of The Fray,0.7869822485,69,68,39
The Fray,Through My Head,anger,hard rock,Through the Years: The Best of The Fray,0.5029585799,70,2,59
The Fray,Fall Away,anger,hard rock,How To Save A Life,0.9053254438,58,6,40
The Fray,Hurricane,anger,hard rock,Helios,0.650887574,94,0,47
The Fray,Turn Me On,anger,hard rock,Scars & Stories,0.4852071006,92,1,57
The Front Bottoms,Flashlight,anger,hard rock,The Front Bottoms,0.7100591716,86,0,43
The Front Bottoms,Father,sadness,indie,The Front Bottoms,0.6035502959,78,3,58
The Front Bottoms,Be Nice To Me,sadness,indie,Rose,0.5207100592,82,2,34
The Front Bottoms,The Plan Fuck Jobs,sadness,indie,Back on Top,0.4142011834,87,0,41
The Front Bottoms,West Virginia,sadness,indie,Back on Top,0.2899408284,89,0,23
The Front Bottoms,Swimming Pool,sadness,indie,The Front Bottoms,0.6153846154,84,29,57
The Front Bottoms,Vacation Town,anger,hard rock,Going Grey,0.6804733728,84,1,56
The Front Bottoms,Wolfman,joy,indie,GDP / The Front Bottoms,0.7396449704,94,0,45
The Front Bottoms,Cough It Out,sadness,indie,Back on Top,0.4201183432,92,0,26
The Front Bottoms,12 Feet Deep,joy,indie,Rose,0.4142011834,93,1,33
The Front Bottoms,Lonely Eyes,sadness,indie,Ann,0.4378698225,82,4,53
The Front Bottoms,Dont Fill Up On Chips,surprise,indie,Going Grey,0.4674556213,83,10,53
The Front Bottoms,Laugh Till I Cry,joy,indie,Back on Top,0.4142011834,89,0,55
The Front Bottoms,Maps,sadness,indie,The Front Bottoms,0.6331360947,83,1,64
The Front Bottoms,Plastic Flowers,joy,indie,Back on Top,0.6627218935,94,0,54
The Front Bottoms,The Beers,joy,indie,The Front Bottoms,0.6390532544,77,16,52
The Front Bottoms,Peace Sign,joy,indie,Going Grey,0.775147929,79,0,40
The Front Bottoms,Rhode Island,sadness,indie,The Front Bottoms,0.6686390533,81,0,56
The Front Bottoms,Lipstick Covered Magnet,joy,indie,Rose,0.6568047337,74,0,46
The Front Bottoms,Legit Tattoo Gun,sadness,indie,The Front Bottoms,0.6094674556,77,0,60
The Front Bottoms,Everyone But You,joy,indie,Going Grey,0.5384615385,81,0,65
The Front Bottoms,You Used to Say Holy Fuck,anger,hard rock,Going Grey,0.4792899408,74,0,62
The Front Bottoms,I Think Your Nose Is Bleeding,joy,indie,Ann,0.5562130178,81,0,56
The Front Bottoms,Historic Cemetery,sadness,indie,Back on Top,0.6390532544,72,5,38
The Front Bottoms,Summer Shandy,joy,indie,Back on Top,0.8816568047,72,0,43
The Front Bottoms,Awkward Conversations,sadness,indie,Rose,0.7159763314,38,37,58
The Front Bottoms,HELP,joy,indie,Back on Top,0.6094674556,86,0,55
The Front Bottoms,Looking Like You Just Woke Up,sadness,indie,The Front Bottoms,0.8698224852,95,1,45
The Front Bottoms,Bae,fear,indie,Going Grey,0.6153846154,82,0,58
The Front Bottoms,Tie Dye Dragon,fear,indie,Ann,0.5029585799,67,1,55
The Front Bottoms,Raining,joy,indie,Going Grey,0.4201183432,90,12,35
The Front Bottoms,2YL,sadness,indie,Back on Top,0.6686390533,92,0,40
The Front Bottoms,Grand Finale,sadness,indie,Going Grey,0.5443786982,83,0,59
The Front Bottoms,Bathtub,joy,indie,The Front Bottoms,0.6035502959,72,5,68
The Front Bottoms,Pale Beneath the Tan Squeeze,joy,indie,Ann,0.5207100592,86,0,55
The Front Bottoms,Ocean,joy,indie,Going Grey,0.5976331361,73,0,24
The Front Bottoms,Somebody Else,joy,indie,Ann,0.6035502959,88,0,46
The Front Bottoms,Far Drive,sadness,indie,Going Grey,0.798816568,74,0,53
The Front Bottoms,Ginger,sadness,indie,Back on Top,0.7159763314,88,0,39
The Front Bottoms,Today is Not Real,sadness,indie,Ann,0.2958579882,65,1,47
The Front Bottoms,Flying Model Rockets,fear,indie,Rose,0.674556213,68,5,60
The Front Bottoms,Trampoline,fear,indie,Going Grey,0.4733727811,84,1,62
The Front Bottoms,Jim Bogart,joy,indie,Rose,0.2899408284,49,14,27
The Front Bottoms,Mountain,fear,indie,The Front Bottoms,0.6449704142,74,1,69
The Front Bottoms,Motorcycle,joy,indie,Back on Top,0.5857988166,80,0,27
The Front Bottoms,Joanie,joy,indie,Needy When I'm Needy,0.5917159763,82,0,52
The Front Bottoms,Handcuffs,sadness,indie,GDP / The Front Bottoms,0.7041420118,86,1,51
The Front Bottoms,Tighten Up,sadness,indie,Needy When I'm Needy,0.6272189349,72,0,37
The Front Bottoms,More Than It Hurts You,fear,indie,More Than It Hurts You,0.7514792899,92,3,48
The Front Bottoms,Be Nice To Me I Hate My Friends version,anger,hard rock,Rose,0.5207100592,82,2,34
The Front Bottoms,Just Stay,anger,hard rock,Devinyl Splits No. 12,0.2899408284,70,2,34
The Front Bottoms,Lipstick Covered Magnet I Hate My Friends version,joy,indie,Rose,0.6568047337,74,0,46
The Front Bottoms,Voodoo Magic,anger,hard rock,Voodoo Magic,0.7810650888,89,0,42
The Front Bottoms,End of summer now I know,fear,indie,End of summer (now I know),0.5266272189,65,4,57
The Front Bottoms,12 Feet Deep I Hate My Friends version,joy,indie,Rose,0.4142011834,93,1,33
The Front Bottoms,Hello World,sadness,indie,Hello World,0.5207100592,79,25,68
The Front Bottoms,If It Were Up To Me,joy,indie,Rose,0.5207100592,82,2,34
The Front Bottoms,Hooped Earings,sadness,indie,The Front Bottoms,0.6568047337,80,2,68
The Fugs,Dirty Old Man,anger,hard rock,Second Album,0.5798816568,85,4,49
The Futureheads,Hounds of Love,sadness,indie,The Futureheads (new version),0.8106508876,90,3,36
The Futureheads,Christmas Was Better In The 80s,joy,indie,Christmas Was Better In the 80's,0.9112426036,86,2,23
